suite,run,model_size,resolution,condition,series,checkpoint,checkpoint_step,eval_type,metric,horizon,horizon_s,value,source_path
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,fid,8s,8,182.709228515625,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,fid,16s,16,188.95208740234375,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,lpips,1s,1,0.5084744095802307,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,dreamsim,1s,1,0.551493763923645,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,lpips,2s,2,0.5343461632728577,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,dreamsim,2s,2,0.5670812129974365,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,lpips,4s,4,0.5626802444458008,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,dreamsim,4s,4,0.5813798904418945,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,lpips,8s,8,0.594854474067688,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,dreamsim,8s,8,0.6026297211647034,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,lpips,16s,16,0.6156455278396606,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,dreamsim,16s,16,0.6203950047492981,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,fid,1s,1,182.12295532226562,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,fid,2s,2,182.61549377441406,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,fid,4s,4,185.0007781982422,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,fid,8s,8,184.92083740234375,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_latest,B,128,No Text,CDiT-B 128px No Text,latest,,time,fid,16s,16,190.80870056152344,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_latest/scand_time.json
eval_b_scand_128_text_dense,nwm_cdit_b_recon_128_text_dense_0005000,B,128,Text,CDiT-B 128px Text,0005000,5000,time,lpips,1s,1,0.5595788955688477,artifacts/summaries/eval_scand/eval_b_scand_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/scand_time.json
